model,case_id,chunk_idx,predicted_verdict,golden_rating
gemma-4-26b-a4b-it,CU35,1,0,0
gemma-4-26b-a4b-it,CU36,0,1,1
gemma-4-26b-a4b-it,CU36,1,0,0
gemma-4-26b-a4b-it,CU37,0,1,1
gemma-4-26b-a4b-it,CU37,1,0,0
gemma-4-26b-a4b-it,CU38,0,1,1
gemma-4-26b-a4b-it,CU38,1,0,0
gemma-4-26b-a4b-it,CU39,0,1,1
gemma-4-26b-a4b-it,CU39,1,0,0
gemma-4-26b-a4b-it,CU40,0,1,1
gemma-4-26b-a4b-it,CU40,1,0,0
gemma-4-26b-a4b-it,CU41,0,1,1
gemma-4-26b-a4b-it,CU41,1,0,0
gemma-4-26b-a4b-it,CU42,0,1,1
gemma-4-26b-a4b-it,CU42,1,0,0
gemma-4-26b-a4b-it,CU43,0,1,1
gemma-4-26b-a4b-it,CU43,1,0,0
gemma-4-26b-a4b-it,CU44,0,1,1
gemma-4-26b-a4b-it,CU44,1,0,0
gemma-4-31b-it,CU1,0,0,0
gemma-4-31b-it,CU1,1,0,0
gemma-4-31b-it,CU2,0,0,0
gemma-4-31b-it,CU2,1,0,0
gemma-4-31b-it,CU3,0,0,0
gemma-4-31b-it,CU3,1,0,0
gemma-4-31b-it,CU4,0,0,0
gemma-4-31b-it,CU4,1,0,0
gemma-4-31b-it,CU5,0,0,0
gemma-4-31b-it,CU5,1,0,0
gemma-4-31b-it,CU6,0,0,0
gemma-4-31b-it,CU6,1,1,1
gemma-4-31b-it,CU7,0,0,0
gemma-4-31b-it,CU7,1,1,1
gemma-4-31b-it,CU8,0,0,0
gemma-4-31b-it,CU8,1,1,1
gemma-4-31b-it,CU9,0,0,0
gemma-4-31b-it,CU9,1,1,1
gemma-4-31b-it,CU10,0,0,0
gemma-4-31b-it,CU10,1,1,1
gemma-4-31b-it,CU11,0,0,0
gemma-4-31b-it,CU11,1,0,0
gemma-4-31b-it,CU12,0,0,0
gemma-4-31b-it,CU12,1,0,0
gemma-4-31b-it,CU13,0,0,0
gemma-4-31b-it,CU13,1,0,0
gemma-4-31b-it,CU14,0,0,0
gemma-4-31b-it,CU14,1,0,0
gemma-4-31b-it,CU15,0,0,0
gemma-4-31b-it,CU15,1,0,0
gemma-4-31b-it,CU16,0,0,0
gemma-4-31b-it,CU16,1,0,0
gemma-4-31b-it,CU17,0,0,0
gemma-4-31b-it,CU17,1,0,0
gemma-4-31b-it,CU18,0,0,0
gemma-4-31b-it,CU18,1,0,0
gemma-4-31b-it,CU19,0,0,0
gemma-4-31b-it,CU19,1,0,0
gemma-4-31b-it,CU20,0,0,0
gemma-4-31b-it,CU20,1,0,0
gemma-4-31b-it,CU21,0,1,0
gemma-4-31b-it,CU21,1,0,0
gemma-4-31b-it,CU22,0,1,0
gemma-4-31b-it,CU22,1,0,0
gemma-4-31b-it,CU23,0,1,0
gemma-4-31b-it,CU23,1,0,0
gemma-4-31b-it,CU24,0,1,0
gemma-4-31b-it,CU24,1,0,0
gemma-4-31b-it,CU25,0,1,0
gemma-4-31b-it,CU25,1,0,0
gemma-4-31b-it,CU26,0,1,0
gemma-4-31b-it,CU26,1,0,0
gemma-4-31b-it,CU27,0,1,0
gemma-4-31b-it,CU27,1,0,0
gemma-4-31b-it,CU28,0,1,0
gemma-4-31b-it,CU28,1,0,0
gemma-4-31b-it,CU29,0,1,0
gemma-4-31b-it,CU29,1,1,0
gemma-4-31b-it,CU30,0,1,0
gemma-4-31b-it,CU30,1,0,0
gemma-4-31b-it,CU31,0,1,1
gemma-4-31b-it,CU31,1,0,0
gemma-4-31b-it,CU32,0,1,1
gemma-4-31b-it,CU32,1,0,0
gemma-4-31b-it,CU33,0,1,1
gemma-4-31b-it,CU33,1,0,0
gemma-4-31b-it,CU34,0,1,1
gemma-4-31b-it,CU34,1,0,0
gemma-4-31b-it,CU35,0,1,1
gemma-4-31b-it,CU35,1,0,0
gemma-4-31b-it,CU36,0,1,1
gemma-4-31b-it,CU36,1,0,0
gemma-4-31b-it,CU37,0,1,1
gemma-4-31b-it,CU37,1,0,0
gemma-4-31b-it,CU38,0,1,1
gemma-4-31b-it,CU38,1,0,0
gemma-4-31b-it,CU39,0,1,1
gemma-4-31b-it,CU39,1,0,0
gemma-4-31b-it,CU40,0,1,1
gemma-4-31b-it,CU40,1,0,0
gemma-4-31b-it,CU41,0,1,1
gemma-4-31b-it,CU41,1,0,0
gemma-4-31b-it,CU42,0,1,1
gemma-4-31b-it,CU42,1,0,0
gemma-4-31b-it,CU43,0,1,1
gemma-4-31b-it,CU43,1,0,0
gemma-4-31b-it,CU44,0,1,1
gemma-4-31b-it,CU44,1,0,0
gemma-4-e2b-it,CU1,0,0,0
gemma-4-e2b-it,CU1,1,0,0
gemma-4-e2b-it,CU2,0,0,0
gemma-4-e2b-it,CU2,1,0,0
gemma-4-e2b-it,CU3,0,0,0
gemma-4-e2b-it,CU3,1,1,0
gemma-4-e2b-it,CU4,0,0,0
gemma-4-e2b-it,CU4,1,0,0
gemma-4-e2b-it,CU5,0,1,0
gemma-4-e2b-it,CU5,1,0,0
gemma-4-e2b-it,CU6,0,0,0
gemma-4-e2b-it,CU6,1,1,1
gemma-4-e2b-it,CU7,0,0,0
gemma-4-e2b-it,CU7,1,1,1
gemma-4-e2b-it,CU8,0,0,0
gemma-4-e2b-it,CU8,1,1,1
gemma-4-e2b-it,CU9,0,1,0
gemma-4-e2b-it,CU9,1,1,1
gemma-4-e2b-it,CU10,0,1,0
gemma-4-e2b-it,CU10,1,1,1
gemma-4-e2b-it,CU11,0,0,0
gemma-4-e2b-it,CU11,1,0,0
gemma-4-e2b-it,CU12,0,0,0
gemma-4-e2b-it,CU12,1,0,0
gemma-4-e2b-it,CU13,0,0,0
gemma-4-e2b-it,CU13,1,0,0
gemma-4-e2b-it,CU14,0,0,0
gemma-4-e2b-it,CU14,1,0,0
gemma-4-e2b-it,CU15,0,0,0
gemma-4-e2b-it,CU15,1,0,0
gemma-4-e2b-it,CU16,0,0,0
gemma-4-e2b-it,CU16,1,0,0
gemma-4-e2b-it,CU17,0,0,0
gemma-4-e2b-it,CU17,1,0,0
gemma-4-e2b-it,CU18,0,0,0
gemma-4-e2b-it,CU18,1,1,0
gemma-4-e2b-it,CU19,0,1,0
gemma-4-e2b-it,CU19,1,0,0
gemma-4-e2b-it,CU20,0,0,0
gemma-4-e2b-it,CU20,1,0,0
gemma-4-e2b-it,CU21,0,0,0
gemma-4-e2b-it,CU21,1,0,0
gemma-4-e2b-it,CU22,0,0,0
gemma-4-e2b-it,CU22,1,0,0
gemma-4-e2b-it,CU23,0,0,0
gemma-4-e2b-it,CU23,1,0,0
gemma-4-e2b-it,CU24,0,0,0
gemma-4-e2b-it,CU24,1,0,0
gemma-4-e2b-it,CU25,0,0,0
gemma-4-e2b-it,CU25,1,0,0
gemma-4-e2b-it,CU26,0,0,0
gemma-4-e2b-it,CU26,1,0,0
gemma-4-e2b-it,CU27,0,1,0
gemma-4-e2b-it,CU27,1,0,0
gemma-4-e2b-it,CU28,0,1,0
gemma-4-e2b-it,CU28,1,0,0
gemma-4-e2b-it,CU29,0,0,0
gemma-4-e2b-it,CU29,1,0,0
gemma-4-e2b-it,CU30,0,0,0
gemma-4-e2b-it,CU30,1,0,0
gemma-4-e2b-it,CU31,0,1,1
gemma-4-e2b-it,CU31,1,0,0
gemma-4-e2b-it,CU32,0,1,1
gemma-4-e2b-it,CU32,1,0,0
gemma-4-e2b-it,CU33,0,1,1
gemma-4-e2b-it,CU33,1,0,0
gemma-4-e2b-it,CU34,0,0,1
gemma-4-e2b-it,CU34,1,0,0
gemma-4-e2b-it,CU35,0,1,1
gemma-4-e2b-it,CU35,1,0,0
gemma-4-e2b-it,CU36,0,0,1
gemma-4-e2b-it,CU36,1,0,0
gemma-4-e2b-it,CU37,0,1,1
gemma-4-e2b-it,CU37,1,0,0
gemma-4-e2b-it,CU38,0,1,1
gemma-4-e2b-it,CU38,1,0,0
gemma-4-e2b-it,CU39,0,1,1
gemma-4-e2b-it,CU39,1,0,0
gemma-4-e2b-it,CU40,0,1,1
gemma-4-e2b-it,CU40,1,0,0
gemma-4-e2b-it,CU41,0,0,1
gemma-4-e2b-it,CU41,1,0,0
gemma-4-e2b-it,CU42,0,1,1
gemma-4-e2b-it,CU42,1,0,0
gemma-4-e2b-it,CU43,0,0,1
gemma-4-e2b-it,CU43,1,0,0
gemma-4-e2b-it,CU44,0,1,1
gemma-4-e2b-it,CU44,1,0,0
gpt-4.1-mini,CU1,0,0,0
gpt-4.1-mini,CU1,1,0,0
gpt-4.1-mini,CU2,0,0,0
gpt-4.1-mini,CU2,1,0,0
gpt-4.1-mini,CU3,0,0,0
gpt-4.1-mini,CU3,1,0,0
gpt-4.1-mini,CU4,0,0,0
gpt-4.1-mini,CU4,1,0,0
gpt-4.1-mini,CU5,0,1,0
gpt-4.1-mini,CU5,1,0,0
gpt-4.1-mini,CU6,0,0,0
gpt-4.1-mini,CU6,1,1,1
gpt-4.1-mini,CU7,0,0,0
gpt-4.1-mini,CU7,1,1,1
gpt-4.1-mini,CU8,0,0,0
gpt-4.1-mini,CU8,1,1,1
gpt-4.1-mini,CU9,0,0,0
gpt-4.1-mini,CU9,1,1,1
gpt-4.1-mini,CU10,0,0,0
gpt-4.1-mini,CU10,1,1,1
gpt-4.1-mini,CU11,0,0,0
gpt-4.1-mini,CU11,1,0,0
gpt-4.1-mini,CU12,0,0,0
gpt-4.1-mini,CU12,1,0,0
gpt-4.1-mini,CU13,0,0,0
gpt-4.1-mini,CU13,1,0,0
gpt-4.1-mini,CU14,0,0,0
gpt-4.1-mini,CU14,1,0,0
gpt-4.1-mini,CU15,0,0,0
gpt-4.1-mini,CU15,1,0,0
gpt-4.1-mini,CU16,0,0,0
gpt-4.1-mini,CU16,1,0,0
gpt-4.1-mini,CU17,0,0,0
gpt-4.1-mini,CU17,1,0,0
gpt-4.1-mini,CU18,0,0,0
gpt-4.1-mini,CU18,1,0,0
gpt-4.1-mini,CU19,0,0,0
gpt-4.1-mini,CU19,1,0,0
gpt-4.1-mini,CU20,0,0,0
gpt-4.1-mini,CU20,1,0,0
gpt-4.1-mini,CU21,0,1,0
gpt-4.1-mini,CU21,1,0,0
gpt-4.1-mini,CU22,0,1,0
gpt-4.1-mini,CU22,1,0,0
gpt-4.1-mini,CU23,0,0,0
gpt-4.1-mini,CU23,1,0,0
gpt-4.1-mini,CU24,0,0,0
gpt-4.1-mini,CU24,1,0,0
gpt-4.1-mini,CU25,0,1,0
gpt-4.1-mini,CU25,1,0,0
gpt-4.1-mini,CU26,0,0,0
gpt-4.1-mini,CU26,1,0,0
gpt-4.1-mini,CU27,0,0,0
gpt-4.1-mini,CU27,1,0,0
gpt-4.1-mini,CU28,0,0,0
gpt-4.1-mini,CU28,1,0,0
gpt-4.1-mini,CU29,0,0,0
gpt-4.1-mini,CU29,1,0,0
gpt-4.1-mini,CU30,0,0,0
gpt-4.1-mini,CU30,1,0,0
gpt-4.1-mini,CU31,0,1,1
gpt-4.1-mini,CU31,1,0,0
gpt-4.1-mini,CU32,0,1,1
gpt-4.1-mini,CU32,1,0,0
gpt-4.1-mini,CU33,0,1,1
gpt-4.1-mini,CU33,1,0,0
gpt-4.1-mini,CU34,0,1,1
gpt-4.1-mini,CU34,1,0,0
gpt-4.1-mini,CU35,0,1,1
gpt-4.1-mini,CU35,1,0,0
gpt-4.1-mini,CU36,0,1,1
gpt-4.1-mini,CU36,1,0,0
gpt-4.1-mini,CU37,0,1,1
gpt-4.1-mini,CU37,1,0,0
gpt-4.1-mini,CU38,0,1,1
gpt-4.1-mini,CU38,1,0,0
gpt-4.1-mini,CU39,0,1,1
gpt-4.1-mini,CU39,1,0,0
gpt-4.1-mini,CU40,0,1,1
gpt-4.1-mini,CU40,1,0,0
gpt-4.1-mini,CU41,0,1,1
gpt-4.1-mini,CU41,1,0,0
gpt-4.1-mini,CU42,0,1,1
gpt-4.1-mini,CU42,1,0,0
gpt-4.1-mini,CU43,0,1,1
gpt-4.1-mini,CU43,1,0,0
gpt-4.1-mini,CU44,0,1,1
gpt-4.1-mini,CU44,1,0,0
qwen35-2b,CU1,0,0,0
qwen35-2b,CU1,1,0,0
qwen35-2b,CU2,0,0,0
qwen35-2b,CU2,1,0,0
qwen35-2b,CU3,0,0,0
qwen35-2b,CU3,1,0,0
qwen35-2b,CU4,0,0,0
qwen35-2b,CU4,1,0,0
qwen35-2b,CU5,0,1,0
qwen35-2b,CU5,1,0,0
qwen35-2b,CU6,0,0,0
qwen35-2b,CU6,1,1,1
qwen35-2b,CU7,0,0,0
qwen35-2b,CU7,1,0,1
qwen35-2b,CU8,0,0,0
qwen35-2b,CU8,1,1,1
qwen35-2b,CU9,0,0,0
qwen35-2b,CU9,1,1,1
qwen35-2b,CU10,0,0,0
qwen35-2b,CU10,1,1,1
qwen35-2b,CU11,0,0,0
qwen35-2b,CU11,1,0,0
qwen35-2b,CU12,0,0,0
qwen35-2b,CU12,1,0,0
qwen35-2b,CU13,0,1,0
qwen35-2b,CU13,1,0,0
qwen35-2b,CU14,0,0,0
qwen35-2b,CU14,1,0,0
qwen35-2b,CU15,0,0,0
qwen35-2b,CU15,1,0,0
qwen35-2b,CU16,0,0,0
qwen35-2b,CU16,1,0,0
qwen35-2b,CU17,0,0,0
qwen35-2b,CU17,1,0,0
qwen35-2b,CU18,0,0,0
qwen35-2b,CU18,1,0,0
qwen35-2b,CU19,0,0,0
qwen35-2b,CU19,1,0,0
qwen35-2b,CU20,0,0,0
qwen35-2b,CU20,1,0,0
qwen35-2b,CU21,0,1,0
qwen35-2b,CU21,1,0,0
qwen35-2b,CU22,0,1,0
qwen35-2b,CU22,1,0,0
qwen35-2b,CU23,0,0,0
qwen35-2b,CU23,1,0,0
qwen35-2b,CU24,0,0,0
qwen35-2b,CU24,1,0,0
qwen35-2b,CU25,0,1,0
qwen35-2b,CU25,1,0,0
qwen35-2b,CU26,0,0,0
qwen35-2b,CU26,1,0,0
qwen35-2b,CU27,0,0,0
qwen35-2b,CU27,1,0,0
qwen35-2b,CU28,0,0,0
qwen35-2b,CU28,1,0,0
qwen35-2b,CU29,0,0,0
qwen35-2b,CU29,1,1,0
qwen35-2b,CU30,0,0,0
qwen35-2b,CU30,1,0,0
qwen35-2b,CU31,0,1,1
qwen35-2b,CU31,1,0,0
qwen35-2b,CU32,0,1,1
qwen35-2b,CU32,1,0,0
qwen35-2b,CU33,0,1,1
qwen35-2b,CU33,1,0,0
qwen35-2b,CU34,0,1,1
qwen35-2b,CU34,1,0,0
qwen35-2b,CU35,0,1,1
qwen35-2b,CU35,1,0,0
qwen35-2b,CU36,0,1,1
qwen35-2b,CU36,1,0,0
qwen35-2b,CU37,0,1,1
qwen35-2b,CU37,1,0,0
qwen35-2b,CU38,0,1,1
qwen35-2b,CU38,1,0,0
qwen35-2b,CU39,0,1,1
qwen35-2b,CU39,1,0,0
qwen35-2b,CU40,0,1,1
qwen35-2b,CU40,1,0,0
qwen35-2b,CU41,0,1,1
qwen35-2b,CU41,1,0,0
qwen35-2b,CU42,0,1,1
qwen35-2b,CU42,1,0,0
qwen35-2b,CU43,0,1,1
qwen35-2b,CU43,1,0,0
qwen35-2b,CU44,0,1,1
qwen35-2b,CU44,1,0,0
